"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"263122","2014","2014","2014","FL","Florida","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","62.1","","","60.0","64.0","28.932040377000476","-81.92896053899966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","11","","","",""
"263129","2014","2014","2014","GA","Georgia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","62.8","","","60.6","65.0","32.83968109300048","-83.62758034599966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","12","","","",""
"263137","2014","2014","2014","GU","Guam","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","53.6","","","50.0","57.2","13.444304","144.793731","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","13","","","",""
"263146","2014","2014","2014","HI","Hawaii","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","75.3","","","73.1","77.4","21.304850435000446","-157.85774940299973","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","14","","","",""
"263162","2014","2014","2014","ID","Idaho","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","67.2","","","64.7","69.6","43.682630005000476","-114.3637300419997","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","15","","","",""
"263169","2014","2014","2014","IL","Illinois","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","66.8","","","64.2","69.2","40.48501028300046","-88.99771017799969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","16","","","",""
"263177","2014","2014","2014","IN","Indiana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","63.0","","","61.3","64.8","39.766910452000445","-86.14996019399968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","17","","","",""
"263154","2014","2014","2014","IA","Iowa","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","73.4","","","71.4","75.2","42.46940091300047","-93.81649055599968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","18","","","",""
"263905","2014","2014","2014","KS","Kansas","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","69.6","","","68.2","71.0","38.34774030000045","-98.20078122699965","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","19","","","",""
"263913","2014","2014","2014","KY","Kentucky","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","64.5","","","62.4","66.5","37.645970271000465","-84.77497104799966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","20","","","",""
"263921","2014","2014","2014","LA","Louisiana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","60.1","","","58.1","62.1","31.31266064400046","-92.44568007099969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","21","","","",""
"263945","2014","2014","2014","ME","Maine","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","63.4","","","61.2","65.4","45.254228894000505","-68.98503133599962","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","22","","","",""
"263937","2014","2014","2014","MD","Maryland","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","73.6","","","71.5","75.6","39.29058096400047","-76.60926011099963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","23","","","",""
"263929","2014","2014","2014","MA","Massachusetts","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","77.1","","","75.5","78.5","42.27687047000046","-72.08269067499964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","24","","","",""
"263953","2014","2014","2014","MI","Michigan","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","71.9","","","69.9","73.7","44.6613195430005","-84.71439026999968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","25","","","",""
"263961","2014","2014","2014","MN","Minnesota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","75.6","","","74.3","76.8","46.35564873600049","-94.79420050299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","26","","","",""
"263977","2014","2014","2014","MS","Mississippi","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","58.6","","","55.8","61.4","32.745510099000455","-89.53803082499968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","27","","","",""
"263969","2014","2014","2014","MO","Missouri","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","61.5","","","59.0","63.9","38.635790776000476","-92.56630005299968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","28","","","",""
"263986","2014","2014","2014","MT","Montana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","65.5","","","63.0","67.9","47.06652897200047","-109.42442064499971","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","29","","","",""
"263493","2014","2014","2014","NE","Nebraska","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","69.2","","","67.8","70.7","41.6410409880005","-99.36572062299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","30","","","",""
"259488","2014","2014","2014","NV","Nevada","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","63.7","","","60.2","67.1","39.493240390000494","-117.07184056399967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","31","","","",""
"263501","2014","2014","2014","NH","New Hampshire","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","71.8","","","69.2","74.2","43.65595011300047","-71.50036091999965","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","32","","","",""
"263509","2014","2014","2014","NJ","New Jersey","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","72.3","","","70.5","74.0","40.13057004800049","-74.27369128799967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","33","","","",""
"263517","2014","2014","2014","NM","New Mexico","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","66.7","","","64.5","68.8","34.52088095200048","-106.24058098499967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","34","","","",""
"263532","2014","2014","2014","NY","New York","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","71.2","","","69.2","73.0","42.82700103200045","-75.54397042699964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","35","","","",""
"263994","2014","2014","2014","NC","North Carolina","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","66.4","","","64.5","68.2","35.466220975000454","-79.15925046299964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","36","","","",""
"263484","2014","2014","2014","ND","North Dakota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","72.6","","","70.2","74.9","47.47531977900047","-100.11842104899966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","37","","","",""
"263540","2014","2014","2014","OH","Ohio","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","69.2","","","67.2","71.1","40.06021014100048","-82.40426005599966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","38","","","",""
"263547","2014","2014","2014","OK","Oklahoma","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","59.3","","","57.4","61.2","35.47203135600046","-97.52107021399968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","39","","","",""
"263555","2014","2014","2014","OR","Oregon","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","68.5","","","66.0","71.0","44.56744942400047","-120.15503132599969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","40","","","",""
"263563","2014","2014","2014","PA","Pennsylvania","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","70.0","","","68.1","71.8","40.79373015200048","-77.86070029399963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","41","","","",""
"263570","2014","2014","2014","PR","Puerto Rico","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","70.4","","","68.5","72.3","18.220833","-66.590149","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","42","","","",""
"263578","2014","2014","2014","RI","Rhode Island","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","74.2","","","71.9","76.3","41.70828019300046","-71.52247031399963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","43","","","",""
"263586","2014","2014","2014","SC","South Carolina","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","60.0","","","58.1","61.8","33.998821303000454","-81.04537120699968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","44","","","",""
"263594","2014","2014","2014","SD","South Dakota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","74.9","","","72.3","77.3","44.353130053000484","-100.3735306369997","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","45","","","",""
"263602","2014","2014","2014","TN","Tennessee","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","59.4","","","56.7","62.1","35.68094058000048","-85.77449091399967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","46","","","",""
"263611","2014","2014","2014","TX","Texas","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","61.5","","","59.7","63.3","31.827240407000488","-99.42677020599967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","47","","","",""
"263622","2014","2014","2014","UT","Utah","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","72.1","","","70.9","73.4","39.360700171000474","-111.58713063499971","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","48","","","",""
"263637","2014","2014","2014","VT","Vermont","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","75.1","","","73.3","76.9","43.62538123900049","-72.51764079099962","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","49","","","",""
"263629","2014","2014","2014","VA","Virginia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","70.7","","","68.9","72.5","37.54268067400045","-78.45789046299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","51","","","",""
"263645","2014","2014","2014","WA","Washington","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","69.1","","","67.2","71.0","47.52227862900048","-120.47001078999972","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","52","","","",""
"263661","2014","2014","2014","WV","West Virginia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","58.6","","","56.5","60.7","38.66551020200046","-80.71264013499967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","53","","","",""
"263653","2014","2014","2014","WI","Wisconsin","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","73.4","","","71.0","75.6","44.39319117400049","-89.81637074199966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","54","","","",""
"263668","2014","2014","2014","WY","Wyoming","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","AgeAdjPrev","Age-adjusted Prevalence","67.3","","","64.2","70.3","43.23554134300048","-108.10983035299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","55","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Indicator Definition","http://www.cdc.gov/cdi/definitions/oral-health.html#ORH1_1","Indicator Definition"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BRFSS","http://www.cdc.gov/brfss","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Number","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Prevalence","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Age-adjusted Prevalence","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Crude Rate","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Age-adjusted Rate","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Mean","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Adjusted Mean","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Packs Sold per Capita","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","CI","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. Chronic Disease Indicators (CDI) Data [online]. 2016","http://nccd.cdc.gov/cdi","Suggested Citation"
