"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","DisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"263745","2014","2014","2014","FL","Florida","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","63.0","","","61.2","64.7","28.932040377000476","-81.92896053899966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","11","","","",""
"263754","2014","2014","2014","GA","Georgia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","62.7","","","60.6","64.9","32.83968109300048","-83.62758034599966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","12","","","",""
"263762","2014","2014","2014","GU","Guam","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","54.1","","","50.4","57.7","13.444304","144.793731","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","13","","","",""
"263770","2014","2014","2014","HI","Hawaii","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","76.0","","","74.0","78.0","21.304850435000446","-157.85774940299973","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","14","","","",""
"263785","2014","2014","2014","ID","Idaho","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","67.2","","","64.8","69.5","43.682630005000476","-114.3637300419997","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","15","","","",""
"263793","2014","2014","2014","IL","Illinois","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","67.1","","","64.6","69.4","40.48501028300046","-88.99771017799969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","16","","","",""
"263190","2014","2014","2014","IN","Indiana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","63.1","","","61.4","64.7","39.766910452000445","-86.14996019399968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","17","","","",""
"263777","2014","2014","2014","IA","Iowa","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","73.5","","","71.7","75.2","42.46940091300047","-93.81649055599968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","18","","","",""
"263198","2014","2014","2014","KS","Kansas","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","69.6","","","68.3","70.9","38.34774030000045","-98.20078122699965","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","19","","","",""
"263206","2014","2014","2014","KY","Kentucky","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","64.2","","","62.3","66.1","37.645970271000465","-84.77497104799966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","20","","","",""
"263214","2014","2014","2014","LA","Louisiana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","60.2","","","58.2","62.1","31.31266064400046","-92.44568007099969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","21","","","",""
"263238","2014","2014","2014","ME","Maine","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","65.1","","","63.3","66.9","45.254228894000505","-68.98503133599962","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","22","","","",""
"263230","2014","2014","2014","MD","Maryland","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","73.9","","","71.9","75.7","39.29058096400047","-76.60926011099963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","23","","","",""
"263222","2014","2014","2014","MA","Massachusetts","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","77.1","","","75.6","78.5","42.27687047000046","-72.08269067499964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","24","","","",""
"263246","2014","2014","2014","MI","Michigan","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","72.5","","","70.7","74.1","44.6613195430005","-84.71439026999968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","25","","","",""
"263254","2014","2014","2014","MN","Minnesota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","75.8","","","74.7","77.0","46.35564873600049","-94.79420050299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","26","","","",""
"263271","2014","2014","2014","MS","Mississippi","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","58.3","","","55.5","60.9","32.745510099000455","-89.53803082499968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","27","","","",""
"263263","2014","2014","2014","MO","Missouri","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","61.8","","","59.5","64.0","38.635790776000476","-92.56630005299968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","28","","","",""
"263279","2014","2014","2014","MT","Montana","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","65.8","","","63.5","68.0","47.06652897200047","-109.42442064499971","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","29","","","",""
"263800","2014","2014","2014","NE","Nebraska","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","69.5","","","68.1","70.8","41.6410409880005","-99.36572062299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","30","","","",""
"264018","2014","2014","2014","NV","Nevada","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","63.9","","","60.5","67.2","39.493240390000494","-117.07184056399967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","31","","","",""
"263808","2014","2014","2014","NH","New Hampshire","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","72.7","","","70.4","74.8","43.65595011300047","-71.50036091999965","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","32","","","",""
"264002","2014","2014","2014","NJ","New Jersey","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","72.3","","","70.6","73.9","40.13057004800049","-74.27369128799967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","33","","","",""
"264010","2014","2014","2014","NM","New Mexico","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","66.4","","","64.4","68.4","34.52088095200048","-106.24058098499967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","34","","","",""
"264026","2014","2014","2014","NY","New York","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","70.9","","","69.0","72.7","42.82700103200045","-75.54397042699964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","35","","","",""
"263287","2014","2014","2014","NC","North Carolina","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","66.5","","","64.8","68.3","35.466220975000454","-79.15925046299964","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","36","","","",""
"263295","2014","2014","2014","ND","North Dakota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","72.3","","","70.0","74.5","47.47531977900047","-100.11842104899966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","37","","","",""
"264034","2014","2014","2014","OH","Ohio","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","68.6","","","66.7","70.3","40.06021014100048","-82.40426005599966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","38","","","",""
"264042","2014","2014","2014","OK","Oklahoma","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","59.2","","","57.4","61.0","35.47203135600046","-97.52107021399968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","39","","","",""
"264051","2014","2014","2014","OR","Oregon","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","68.7","","","66.3","71.0","44.56744942400047","-120.15503132599969","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","40","","","",""
"264059","2014","2014","2014","PA","Pennsylvania","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","69.9","","","68.1","71.5","40.79373015200048","-77.86070029399963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","41","","","",""
"264067","2014","2014","2014","PR","Puerto Rico","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","69.4","","","67.5","71.2","18.220833","-66.590149","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","42","","","",""
"264075","2014","2014","2014","RI","Rhode Island","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","74.3","","","72.2","76.2","41.70828019300046","-71.52247031399963","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","43","","","",""
"264083","2014","2014","2014","SC","South Carolina","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","60.2","","","58.5","61.8","33.998821303000454","-81.04537120699968","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","44","","","",""
"264091","2014","2014","2014","SD","South Dakota","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","74.2","","","71.7","76.6","44.353130053000484","-100.3735306369997","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","45","","","",""
"264099","2014","2014","2014","TN","Tennessee","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","59.2","","","56.7","61.7","35.68094058000048","-85.77449091399967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","46","","","",""
"264107","2014","2014","2014","TX","Texas","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","61.5","","","59.7","63.2","31.827240407000488","-99.42677020599967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","47","","","",""
"264223","2014","2014","2014","UT","Utah","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","71.9","","","70.7","73.2","39.360700171000474","-111.58713063499971","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","48","","","",""
"264239","2014","2014","2014","VT","Vermont","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","75.5","","","73.8","77.2","43.62538123900049","-72.51764079099962","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","49","","","",""
"264231","2014","2014","2014","VA","Virginia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","71.0","","","69.2","72.7","37.54268067400045","-78.45789046299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","51","","","",""
"264247","2014","2014","2014","WA","Washington","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","69.6","","","67.7","71.4","47.52227862900048","-120.47001078999972","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","52","","","",""
"264263","2014","2014","2014","WV","West Virginia","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","57.5","","","55.6","59.5","38.66551020200046","-80.71264013499967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","53","","","",""
"264255","2014","2014","2014","WI","Wisconsin","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","73.7","","","71.5","75.7","44.39319117400049","-89.81637074199966","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","54","","","",""
"264272","2014","2014","2014","WY","Wyoming","BRFSS","","Oral Health","Visits to dentist or dental clinic among adults aged >= 18 years","","%","CrdPrev","Crude Prevalence","67.8","","","64.9","70.5","43.23554134300048","-108.10983035299967","","ORH","ORH1_1","","Gender","GENDER","Female","GENF","","","","","","","","","55","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Indicator Definition","http://www.cdc.gov/cdi/definitions/oral-health.html#ORH1_1","Indicator Definition"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BRFSS","http://www.cdc.gov/brfss","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Number","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Prevalence","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Age-adjusted Prevalence","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Crude Rate","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Age-adjusted Rate","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Mean","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Adjusted Mean","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Packs Sold per Capita","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","CI","NULL","Measure Definitions"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NULL","Centers for Disease Control and Prevention, National Center for Chronic Disease Prevention and Health Promotion, Division of Population Health. Chronic Disease Indicators (CDI) Data [online]. 2016","http://nccd.cdc.gov/cdi","Suggested Citation"
